gene	cluster	p_val	avg_log2FC	p_val_adj	pct.1	pct.2
TTLL7	0	0	1.97344122569039	0	0.27	0.093
DNAH2	0	0	1.96254304161606	0	0.279	0.09
CEP41	0	0	1.96226291147049	0	0.252	0.092
WDR49	0	0	1.95571462618117	0	0.264	0.088
EPPIN	0	0	1.95304120599249	0	0.262	0.079
EFHB	0	0	1.90873272384161	0	0.281	0.092
DOC2A	0	0	1.89066795289534	0	0.257	0.089
CCDC40	0	0	1.87767410216882	0	0.279	0.096
BAIAP3	0	0	1.85070901151943	0	0.251	0.083
CFAP44	0	0	1.83938629965387	0	0.273	0.096
IQCE	0	0	1.78521314167491	0	0.252	0.098
BCO2	0	0	1.78282274721699	0	0.27	0.098
UNC119B	0	0	1.77604842683439	0	0.255	0.095
SDS	1	0	6.67038860922145	0	0.302	0.004
FPR3	1	0	6.57723996558133	0	0.505	0.01
PLA2G7	1	0	6.53970713047413	0	0.481	0.01
CSF1R	1	0	6.51466267433255	0	0.3	0.006
FOLR2	1	0	6.41631371174141	0	0.284	0.007
MS4A6A	1	0	6.22716115802271	0	0.646	0.019
SPP1	1	0	6.22569547745403	0	0.587	0.061
AQP9	1	0	6.11856178427209	0	0.418	0.011
LILRB4	1	0	6.07664642138233	0	0.577	0.014
OTOA	1	0	6.04774740821563	0	0.301	0.007
CCR1	1	0	5.90694894518671	0	0.278	0.007
FCGR2B	1	0	5.89808731051703	0	0.306	0.006
RNASE6	1	0	5.69499202479203	0	0.438	0.015
CD163	1	0	5.66116677675313	0	0.72	0.022
CD86	1	0	5.54820563966117	0	0.405	0.012
AIF1	1	0	5.48975234906058	0	0.905	0.032
ITGAX	1	0	5.47631241984119	0	0.457	0.013
MS4A4A	1	0	5.46367229791141	0	0.711	0.024
FPR1	1	0	5.43423327930535	0	0.32	0.011
TREM2	1	0	5.42677760872724	0	0.578	0.024
TFEC	1	0	5.4039209763693	0	0.299	0.009
MS4A7	1	0	5.39674518834076	0	0.832	0.026
LINC01272	1	0	5.36729489921376	0	0.597	0.02
PLEK	1	0	5.355180141	0	0.47	0.015
SLC16A10	1	0	5.35131602360454	0	0.543	0.021
GPNMB	1	0	5.21165802415666	0	0.772	0.071
SLAMF8	1	0	5.19717695144001	0	0.292	0.01
OLR1	1	0	5.19164613250848	0	0.515	0.019
CYBB	1	0	5.19150292869383	0	0.646	0.019
IGSF6	1	0	5.19102512704452	0	0.484	0.016
S100A8	1	0	5.18899272438239	0	0.524	0.033
NPL	1	0	5.15834916374559	0	0.449	0.018
CLEC7A	1	0	5.12949702525127	0	0.411	0.017
FCGR1A	1	0	5.11681519911078	0	0.405	0.014
TYROBP	1	0	5.08300032868822	0	0.986	0.08
CCL18	1	0	5.0808776220342	0	0.711	0.093
FGR	1	0	5.06335531343925	0	0.567	0.024
C3AR1	1	0	5.03204026577797	0	0.468	0.015
SLC11A1	1	0	4.9642793139856	0	0.626	0.03
BCAT1	1	0	4.95528256882412	0	0.481	0.02
RP11-1143G9.4	1	0	4.95356203739074	0	0.55	0.023
ITGAM	1	0	4.94162020274186	0	0.373	0.013
C1QC	1	0	4.93260992168783	0	0.57	0.025
LY86	1	0	4.92107322719049	0	0.464	0.016
MARCO	1	0	4.91386101621677	0	0.679	0.027
LST1	1	0	4.89011205454574	0	0.757	0.028
MSR1	1	0	4.86943907430728	0	0.589	0.02
OSCAR	1	0	4.8450784228916	0	0.289	0.011
CD68	1	0	4.83012751287134	0	0.859	0.065
VSIG4	1	0	4.81231202634055	0	0.656	0.022
FCER1G	1	0	4.80284690879995	0	0.958	0.069
MNDA	1	0	4.75968427531204	0	0.474	0.016
SLCO2B1	1	0	4.75807253882737	0	0.386	0.018
SPI1	1	0	4.75083051382062	0	0.666	0.023
GPR34	1	0	4.74641742716225	0	0.268	0.01
KCNMA1	1	0	4.7270794681836	0	0.411	0.023
IL1RN	1	0	4.7131888616292	0	0.305	0.027
MRC1	1	0	4.70744988031517	0	0.568	0.02
PILRA	1	0	4.68649101216494	0	0.33	0.015
HCK	1	0	4.65737257386714	0	0.339	0.013
1-Mar	1	0	4.61232987433316	0	0.254	0.009
CD14	1	0	4.59052967754539	0	0.582	0.051
ACP5	1	0	4.50421524915033	0	0.754	0.081
CPVL	1	0	4.47269495325114	0	0.421	0.031
C1QA	1	0	4.4681565887995	0	0.7	0.044
ADAP2	1	0	4.44269478224986	0	0.31	0.017
C1QB	1	0	4.40138954953319	0	0.679	0.045
MERTK	1	0	4.40027999837936	0	0.282	0.015
SLC1A3	1	0	4.37201806912903	0	0.423	0.026
FCGR3A	1	0	4.36366912277233	0	0.597	0.024
MMP19	1	0	4.34520005710298	0	0.544	0.04
BCL2A1	1	0	4.33622325385278	0	0.634	0.039
LPL	1	0	4.29637256394051	0	0.405	0.025
DAB2	1	0	4.27265752314771	0	0.715	0.075
SNX10	1	0	4.23776689887495	0	0.637	0.037
LAIR1	1	0	4.23572688220921	0	0.499	0.024
CD36	1	0	4.20710378294494	0	0.361	0.019
FCGR2A	1	0	4.19286872149029	0	0.622	0.048
CCRL2	1	0	4.15137935671476	0	0.309	0.019
GPR183	1	0	4.14873240752886	0	0.666	0.042
CD84	1	0	4.13474757226864	0	0.513	0.02
SIRPA	1	0	4.09676250773734	0	0.42	0.033
SLC7A7	1	0	4.09433953157687	0	0.544	0.039
ITGB2	1	0	4.05871396648427	0	0.634	0.048
MPP1	1	0	3.96849235185682	0	0.514	0.037
EMILIN2	1	0	3.95960792728305	0	0.358	0.024
THEMIS2	1	0	3.92663238064936	0	0.374	0.022
DOCK2	1	0	3.91650798052057	0	0.261	0.012
C1orf162	1	0	3.90061962077256	0	0.726	0.041
LYZ	1	0	3.86666071563518	0	0.913	0.089
NCKAP1L	1	0	3.80969422380326	0	0.37	0.018
TLR2	1	0	3.79816512662844	0	0.346	0.033
FGL2	1	0	3.74097825133568	0	0.309	0.024
LY96	1	0	3.71090668129514	0	0.634	0.073
FABP3	1	0	3.68613147817709	0	0.321	0.016
PARVG	1	0	3.65566171978474	0	0.281	0.014
LHFPL2	1	0	3.64154157578153	0	0.373	0.039
SLC31A2	1	0	3.6338977530629	0	0.585	0.06
TBXAS1	1	0	3.62283190387287	0	0.289	0.017
LILRB3	1	0	3.62061006805279	0	0.32	0.023
NR1H3	1	0	3.61384720063619	0	0.322	0.033
MCEMP1	1	0	3.61010835822039	0	0.257	0.016
TREM1	1	0	3.60316421797081	0	0.445	0.038
FERMT3	1	0	3.57576238159935	0	0.417	0.031
KYNU	1	0	3.56036205963152	0	0.425	0.046
CCDC88A	1	0	3.55355885337344	0	0.536	0.052
LCP2	1	0	3.5512079657709	0	0.373	0.025
PHACTR1	1	0	3.51831808099274	0	0.375	0.042
FUOM	1	0	3.50020072463391	0	0.469	0.049
IFI30	1	0	3.49041657533391	0	0.526	0.044
NCF1	1	0	3.47938005687899	0	0.304	0.026
CCL3	1	0	3.4779833084642	0	0.457	0.026
FAM49A	1	0	3.46275924077835	0	0.396	0.04
TNFSF13B	1	0	3.46217911666011	0	0.49	0.042
HAVCR2	1	0	3.44848208995399	0	0.426	0.022
TTYH3	1	0	3.44269732184759	0	0.346	0.038
GPR137B	1	0	3.44097877928635	0	0.469	0.056
C5AR1	1	0	3.43941685561932	0	0.606	0.087
BST1	1	0	3.43071211047249	0	0.255	0.025
OPN3	1	0	3.40564217078206	0	0.385	0.045
IRF8	1	0	3.39380309526323	0	0.356	0.025
SH2B3	1	0	3.39187434502428	0	0.306	0.03
SDC2	1	0	3.39104925825422	0	0.548	0.086
TGFBI	1	0	3.38503975707899	0	0.62	0.094
CCL20	1	0	3.37708941286557	0	0.336	0.071
LCP1	1	0	3.35000153084171	0	0.659	0.047
PTAFR	1	0	3.34677892077776	0	0.273	0.028
ARRB2	1	0	3.33946060948998	0	0.639	0.079
SDSL	1	0	3.32357692485524	0	0.347	0.038
NCF2	1	0	3.29709506062149	0	0.576	0.069
FAM20C	1	0	3.26546714093344	0	0.271	0.03
HK2	1	0	3.25047932615141	0	0.31	0.037
SCD	1	0	3.1879170877617	0	0.353	0.053
AP1S2	1	0	3.18297993006663	0	0.678	0.092
ALOX5	1	0	3.1675853973647	0	0.406	0.03
HCLS1	1	0	3.1540270287982	0	0.451	0.038
PPARG	1	0	3.1408084143661	0	0.301	0.027
GM2A	1	0	3.13530095963478	0	0.474	0.078
ABCA1	1	0	3.10915590237923	0	0.415	0.053
FAM96A	1	0	3.09945899726751	0	0.578	0.092
OGFRL1	1	0	3.06161249974701	0	0.404	0.057
HCST	1	0	3.05576429766862	0	0.645	0.065
LPXN	1	0	3.0471360337796	0	0.37	0.033
FAM198B	1	0	3.04101511376033	0	0.265	0.033
ACSL1	1	0	3.03814691566755	0	0.577	0.099
RENBP	1	0	3.02706497033587	0	0.281	0.021
RIN3	1	0	3.01623016043442	0	0.317	0.034
CD83	1	0	2.98933856157917	0	0.581	0.085
ZEB2	1	0	2.97792337624435	0	0.647	0.068
HSD3B7	1	0	2.97613875676937	0	0.288	0.04
KCNAB2	1	0	2.93296907223946	0	0.338	0.034
SLC15A3	1	0	2.91896435138999	0	0.289	0.038
DOK2	1	0	2.86967200958225	0	0.329	0.025
SMIM3	1	0	2.86493306507002	0	0.58	0.081
NCF4	1	0	2.86396911638624	0	0.256	0.025
METRNL	1	0	2.8361572996922	0	0.324	0.047
RASSF4	1	0	2.81962176605115	0	0.255	0.037
GNA13	1	0	2.79023748285409	0	0.539	0.097
LSP1	1	0	2.78921410601744	0	0.377	0.052
PLBD1	1	0	2.77027886739664	0	0.462	0.082
CECR1	1	0	2.76467482822953	0	0.447	0.082
CD53	1	0	2.7631610264454	0	0.705	0.063
SYK	1	0	2.74789395289561	0	0.307	0.046
NTAN1	1	0	2.73639166314738	0	0.482	0.089
PAPSS2	1	0	2.72829329866034	0	0.333	0.049
EVI2B	1	0	2.72586788376025	0	0.556	0.05
MFSD12	1	0	2.62828784077116	0	0.332	0.059
PLXDC2	1	0	2.61176256163736	0	0.486	0.073
GPSM3	1	0	2.59033824425716	0	0.593	0.089
COLGALT1	1	0	2.58674190574781	0	0.342	0.056
THBD	1	0	2.57970815294339	0	0.481	0.084
GLIPR1	1	0	2.57404253255125	0	0.539	0.07
CCDC109B	1	0	2.5657656982916	0	0.436	0.073
TMEM38B	1	0	2.55533251241828	0	0.277	0.044
PLEKHO1	1	0	2.53869240453707	0	0.283	0.05
FAM195A	1	0	2.53582958224465	0	0.399	0.084
FYB	1	0	2.52408678018673	0	0.552	0.05
SNX8	1	0	2.52192098193079	0	0.257	0.041
TIMP2	1	0	2.49750646980733	0	0.582	0.09
TNS3	1	0	2.49048899823534	0	0.363	0.067
EREG	1	0	2.48586582349759	0	0.375	0.099
C1orf54	1	0	2.43813711351592	0	0.298	0.057
EVI2A	1	0	2.43346072698735	0	0.436	0.044
DMXL2	1	0	2.40756612777189	0	0.285	0.048
APBB1IP	1	0	2.40490808781292	0	0.258	0.027
CD52	1	0	2.37328013085694	0	0.668	0.094
PARVB	1	0	2.36277057282086	0	0.317	0.049
CSGALNACT2	1	0	2.35599208388873	0	0.33	0.061
SMPDL3A	1	0	2.34919311750045	0	0.299	0.059
MAPKAPK3	1	0	2.34304143188759	0	0.337	0.069
GNB4	1	0	2.34078031338258	0	0.417	0.082
LACTB	1	0	2.34022710052325	0	0.504	0.095
FGD4	1	0	2.33639173606084	0	0.282	0.059
HMOX1	1	0	2.33601683417706	0	0.334	0.085
P2RX4	1	0	2.29577284856013	0	0.378	0.081
PPP1R18	1	0	2.27954227107947	0	0.402	0.068
STX11	1	0	2.27282359979155	0	0.418	0.082
IRAK3	1	0	2.26715984460154	0	0.356	0.076
ALOX5AP	1	0	2.23891215605806	0	0.627	0.087
MANBA	1	0	2.23402532411979	0	0.275	0.052
RGS19	1	0	2.21513764137321	0	0.301	0.059
ACP2	1	0	2.21509663484673	0	0.354	0.086
IRAK1	1	0	2.21189062658958	0	0.33	0.072
SHTN1	1	0	2.18979523893435	0	0.294	0.065
MYO9B	1	0	2.18796455481079	0	0.308	0.061
TNFRSF1B	1	0	2.17573948763501	0	0.298	0.039
IL10RA	1	0	2.16908172647641	0	0.278	0.023
SNCA	1	0	2.16051321063257	0	0.291	0.053
CD37	1	0	2.15707582654465	0	0.632	0.075
MAN1A1	1	0	2.15407767756175	0	0.349	0.071
WIPF1	1	0	2.14816831766102	0	0.457	0.064
ASAP1	1	0	2.13884669775734	0	0.378	0.08
AMDHD2	1	0	2.13864178065299	0	0.269	0.053
PLXND1	1	0	2.12937444710628	0	0.265	0.046
CLIP4	1	0	2.12091799961875	0	0.256	0.051
CYB5R4	1	0	2.11772405781998	0	0.311	0.068
PTPN6	1	0	2.08782318674012	0	0.398	0.092
SAMSN1	1	0	2.07842584712389	0	0.584	0.072
CHST11	1	0	2.06393587757852	0	0.408	0.081
PTPRE	1	0	2.05678287198928	0	0.349	0.094
TCN2	1	0	2.05009837456814	0	0.295	0.071
SKAP2	1	0	2.04888427820643	0	0.413	0.088
BEST1	1	0	2.04497558627629	0	0.253	0.051
DAPK1	1	0	2.03671467015258	0	0.271	0.059
NPC1	1	0	2.034633888	0	0.265	0.056
MYD88	1	0	2.03262493372245	0	0.272	0.062
PLEKHA2	1	0	2.0302380943357	0	0.287	0.06
NUP214	1	0	2.00072512600175	0	0.306	0.078
PDE4B	1	0	1.99907441213285	0	0.271	0.04
TNFSF12	1	0	1.99625231462018	0	0.27	0.063
KIAA1033	1	0	1.98065634987567	0	0.285	0.065
CEP170	1	0	1.98004995113755	0	0.305	0.075
TDRD3	1	0	1.96834744138386	0	0.335	0.082
ANPEP	1	0	1.96580534810491	0	0.301	0.077
CD109	1	0	1.953790051	0	0.256	0.059
NCEH1	1	0	1.93816835170871	0	0.353	0.087
CMTM3	1	0	1.93454621726653	0	0.335	0.071
ZMIZ1	1	0	1.92638600791358	0	0.253	0.06
FCHO2	1	0	1.91501556027573	0	0.269	0.066
SLA	1	0	1.90320730903233	0	0.507	0.053
ME2	1	0	1.90037068706825	0	0.332	0.091
TMEM51	1	0	1.85421147995273	0	0.254	0.065
DRAM1	1	0	1.85296808190403	0	0.299	0.083
DSE	1	0	1.85077935505384	0	0.299	0.084
KIAA0930	1	0	1.84410229874376	0	0.355	0.098
RAB8B	1	0	1.82898506194138	0	0.309	0.068
LPCAT2	1	0	1.82734271430609	0	0.274	0.066
JARID2	1	0	1.80976807094664	0	0.256	0.061
C6orf1	1	0	1.805474953	0	0.257	0.068
ACSL4	1	0	1.79841174816224	0	0.277	0.066
IQGAP2	1	0	1.79531560480778	0	0.423	0.091
WSB2	1	0	1.77890557995224	0	0.254	0.074
HPCAL1	1	0	1.7734521286875	0	0.362	0.099
2-Mar	1	0	1.76135550736502	0	0.325	0.089
ABCG1	1	0	1.75320022252137	0	0.271	0.066
BACH1	1	0	1.75295247922611	0	0.263	0.072
MITF	1	0	1.75107442517663	0	0.301	0.081
SLC35F6	1	0	1.74354081130107	0	0.267	0.074
ACER3	1	0	1.74058118768954	0	0.286	0.072
GMFB	1	0	1.72684764800292	0	0.287	0.078
CD48	1	0	1.71634713079563	0	0.441	0.054
MGAT4A	1	0	1.69831261249716	0	0.271	0.058
SLC29A1	1	0	1.69200620670291	0	0.267	0.067
CD302	1	0	1.67845925432826	0	0.282	0.089
SLC31A1	1	0	1.64782610427955	0	0.3	0.092
PTK2B	1	0	1.64196975279241	0	0.274	0.068
MCOLN1	1	0	1.63146258592434	0	0.254	0.068
COMMD9	1	0	1.6225530718676	0	0.279	0.08
DCK	1	0	1.60801765615151	0	0.266	0.064
MTSS1	1	0	1.60459762450493	0	0.271	0.084
UBE2E2	1	0	1.59939575123486	0	0.306	0.089
GLMP	1	0	1.59031472611628	0	0.311	0.093
PAG1	1	0	1.58827492147514	0	0.321	0.067
LINC00152	1	0	1.57043235647104	0	0.291	0.071
VCAN	1	0	1.54930681902322	0	0.253	0.077
FILIP1L	1	0	1.5384125421114	0	0.258	0.066
ZDHHC20	1	0	1.51118230357787	0	0.281	0.094
SLC17A5	1	0	1.50922267854809	0	0.254	0.077
CORO1A	1	0	1.48842729724493	0	0.339	0.054
TBC1D1	1	0	1.47998790612305	0	0.295	0.084
IGF2R	1	0	1.45513058888743	0	0.271	0.082
MAF	1	0	1.44059185947176	0	0.252	0.07
AP1B1	1	0	1.42953639093603	0	0.274	0.094
SLC43A3	1	0	1.42000964479001	0	0.294	0.098
MIS18BP1	1	0	1.4157842682304	0	0.289	0.091
SLC38A6	1	0	1.40131366890458	0	0.286	0.092
GLRX2	1	0	1.3960845253449	0	0.278	0.091
RAC2	1	0	1.38514146293834	0	0.347	0.067
TUBB6	1	0	1.32626405574142	0	0.282	0.09
LRP1	1	0	1.30848262699445	0	0.341	0.096
GNPTAB	1	0	1.29400238120035	0	0.274	0.083
RAPGEF1	1	0	1.28755325896629	0	0.264	0.088
NAGA	1	0	1.28060807305819	0	0.279	0.096
SHKBP1	1	0	1.27692127241772	0	0.288	0.099
PTPRC	1	0	1.09339860721488	0	0.525	0.072
CYTIP	1	0	1.02364227735075	0	0.453	0.068
HPGD	1	0	0.961697710834829	0	0.251	0.041
ENG	1	0	0.829393694039915	0	0.332	0.087
PECAM1	1	0	0.536186577793846	0	0.368	0.08
NUDT1	1	1.9816602068829e-293	1.17017093095244	4.83108941835982e-289	0.254	0.093
PRKAG2	1	7.38782615098202e-289	1.17887932447214	1.80107813734791e-284	0.254	0.094
C10orf54	1	3.14500710442239e-285	1.3324474120353	7.66721281987136e-281	0.254	0.096
FAM127A	1	2.16268153844393e-275	0.977884763663008	5.27240132257246e-271	0.253	0.095
TENT4B	2	0	2.6820793717502	0	0.259	0.041
WHRN	2	0	2.56066166138761	0	0.254	0.041
TOGARAM1	2	0	2.30925732764807	0	0.274	0.049
SPART	2	0	2.25049564239041	0	0.276	0.058
PCNX4	2	0	2.22597558002486	0	0.27	0.052
CCNA1	2	0	2.21867765856213	0	0.435	0.093
SMIM41	2	0	2.1997183366396	0	0.382	0.071
TOGARAM2	2	0	2.17637767596934	0	0.307	0.054
MINDY2	2	0	2.16734232537786	0	0.291	0.063
PRXL2C	2	0	2.13642418904581	0	0.279	0.063
SIK1	2	0	2.1307822682933	0	0.264	0.071
CFAP299	2	0	2.12603654736814	0	0.37	0.069
C6	2	0	2.08755735589273	0	0.427	0.097
AC091021.1	2	0	2.06829534526339	0	0.254	0.059
HHLA2	2	0	2.04558457139973	0	0.272	0.063
EFHB	2	0	2.04536686875756	0	0.361	0.085
C1orf189	2	0	2.03825555566787	0	0.432	0.098
CCDC96	2	0	2.02938690243346	0	0.379	0.091
SIX4	2	0	2.02767762483222	0	0.287	0.083
VNN3	2	0	2.00526674402764	0	0.252	0.064
CFAP410	2	0	2.00207510448772	0	0.415	0.098
AC129492.1	2	0	1.99022313900768	0	0.288	0.069
SRD5A2	2	0	1.98941749054045	0	0.338	0.082
CRISP2	2	0	1.96570298730304	0	0.398	0.093
CFAP206	2	0	1.96337618931169	0	0.352	0.081
LRRC73	2	0	1.94950883879269	0	0.37	0.091
C1orf87	2	0	1.94522965225159	0	0.39	0.095
RHPN2	2	0	1.94486827882316	0	0.311	0.088
TTLL5	2	0	1.93240304997867	0	0.308	0.091
TTC29	2	0	1.93025289541792	0	0.403	0.098
PRUNE2	2	0	1.93024632316331	0	0.279	0.075
BCO2	2	0	1.92210647359694	0	0.343	0.092
NELL2	2	0	1.91772103304396	0	0.358	0.087
METTL27	2	0	1.90189676776682	0	0.406	0.098
ZMYND12	2	0	1.89742462862539	0	0.27	0.067
RIPOR2	2	0	1.88902582434308	0	0.35	0.074
GAS2L2	2	0	1.87996358049082	0	0.293	0.073
C16orf71	2	0	1.87144481688626	0	0.382	0.096
TTC26	2	0	1.87088425220652	0	0.349	0.09
NSUN7	2	0	1.86220363677331	0	0.288	0.077
MAP6	2	0	1.85116133694093	0	0.36	0.095
CFAP57	2	0	1.85052140374051	0	0.359	0.093
CCDC157	2	0	1.84783979978284	0	0.378	0.099
SPATA4	2	0	1.84626291663728	0	0.332	0.081
MRNIP	2	0	1.84393324067123	0	0.319	0.074
SMKR1	2	0	1.84209283987193	0	0.278	0.072
10-Mar	2	0	1.83608393722479	0	0.346	0.089
ANKRD42	2	0	1.82675207479807	0	0.295	0.093
FAM47E	2	0	1.82087268047207	0	0.304	0.08
WRAP53	2	0	1.81843982149536	0	0.287	0.082
DNER	2	0	1.81717034708441	0	0.267	0.07
FSD1L	2	0	1.80969448697833	0	0.293	0.081
MAP3K19	2	0	1.80893234846753	0	0.356	0.094
CFAP74	2	0	1.80725487871129	0	0.368	0.094
WDR63	2	0	1.80375164387551	0	0.34	0.087
GRIN3B	2	0	1.79666891569874	0	0.326	0.087
WDR90	2	0	1.79412852271239	0	0.312	0.091
LRRC56	2	0	1.79238705883583	0	0.252	0.066
LCA5L	2	0	1.78555562979113	0	0.284	0.075
STOX1	2	0	1.78422996774451	0	0.346	0.095
LRRC4	2	0	1.78398272330369	0	0.301	0.096
C22orf23	2	0	1.77958059658764	0	0.337	0.087
ADGB	2	0	1.77850418468827	0	0.31	0.079
EFHC2	2	0	1.77304616400558	0	0.276	0.076
DRC7	2	0	1.76317112905481	0	0.263	0.071
PIH1D2	2	0	1.75647589383656	0	0.365	0.099
RIBC2	2	0	1.75414516208144	0	0.298	0.078
KNDC1	2	0	1.75219536180176	0	0.255	0.071
EIF4EBP3	2	0	1.75149852358617	0	0.254	0.07
LRRC49	2	0	1.74818724360621	0	0.295	0.085
CCDC180	2	0	1.74402095640418	0	0.285	0.082
CAVIN3	2	0	1.73231329771968	0	0.26	0.074
DNAH2	2	0	1.72490698463491	0	0.325	0.087
MORN1	2	0	1.72144212939279	0	0.288	0.082
CFAP44	2	0	1.7211319642531	0	0.322	0.093
RSPH14	2	0	1.71975562151567	0	0.361	0.098
C2orf81	2	0	1.71494301585187	0	0.317	0.09
BICDL2	2	0	1.71350024651588	0	0.35	0.098
BAIAP3	2	0	1.71274520690791	0	0.288	0.081
ZNRD2	2	0	1.71233638717146	0	0.287	0.085
CACNG6	2	0	1.70977719378113	0	0.261	0.072
NWD1	2	0	1.70424108281136	0	0.266	0.075
C16orf46	2	0	1.70285645046658	0	0.307	0.087
MEIG1	2	0	1.70141661392605	0	0.289	0.08
CCDC60	2	0	1.70065846915354	0	0.28	0.081
BAMBI	2	0	1.69868065911268	0	0.257	0.092
IFT140	2	0	1.69541802177656	0	0.256	0.077
FBXO36	2	0	1.68616700775793	0	0.255	0.076
C10orf95	2	0	1.6808033137086	0	0.362	0.098
AGBL2	2	0	1.68032053894422	0	0.282	0.079
CFAP69	2	0	1.67943366972872	0	0.268	0.077
CASC1	2	0	1.66937037444672	0	0.348	0.092
MDM1	2	0	1.66672163813985	0	0.26	0.083
EPB41L4B	2	0	1.66593395028013	0	0.266	0.084
PAIP2B	2	0	1.65824978360179	0	0.264	0.084
ANKMY1	2	0	1.65562737292117	0	0.328	0.099
GRHL1	2	0	1.64702296377353	0	0.253	0.091
TTBK2	2	0	1.64376604400309	0	0.255	0.093
RBKS	2	0	1.64295022688945	0	0.275	0.085
TP73	2	0	1.63685111230037	0	0.263	0.081
CGN	2	0	1.63465125152911	0	0.279	0.093
MRLN	2	0	1.6344509753261	0	0.338	0.092
DZIP1L	2	0	1.63344198050441	0	0.311	0.092
DNAH3	2	0	1.63298946399006	0	0.251	0.074
CFAP46	2	0	1.63057473818438	0	0.323	0.093
APOBEC4	2	0	1.62532361944823	0	0.265	0.074
AK8	2	0	1.6226882645972	0	0.299	0.085
DCDC1	2	0	1.61499826077451	0	0.257	0.074
UNC119B	2	0	1.60939050231007	0	0.293	0.093
STX2	2	0	1.59887308121455	0	0.262	0.094
KATNB1	2	0	1.59727964702448	0	0.268	0.091
SMIM27	2	0	1.59721995554756	0	0.258	0.079
TTC21B	2	0	1.59713089747945	0	0.267	0.092
STPG1	2	0	1.59431670212979	0	0.257	0.082
UBE3D	2	0	1.59295341672333	0	0.261	0.083
CCDC40	2	0	1.5882513959356	0	0.318	0.095
