gene	cluster	p_val	avg_log2FC	p_val_adj	pct.1	pct.2
ATP5MC1	7	0	3.99361458947291	0	0.857	0.087
MB	7	0	3.98223333623537	0	0.306	0.008
LY6K	7	0	3.97386651655163	0	0.382	0.01
DEGS2	7	0	3.93087031841514	0	0.433	0.013
AFDN	7	0	3.90992280470246	0	0.494	0.02
AP1M2	7	0	3.89710912874059	0	0.662	0.024
GNAI1	7	0	3.88433116249349	0	0.255	0.009
NUPR2	7	0	3.87741172077705	0	0.45	0.011
ACTR3B	7	0	3.87708763738128	0	0.548	0.022
KCNMB4	7	0	3.87673027823704	0	0.253	0.007
FOXC1	7	0	3.87411350189536	0	0.347	0.013
ALG1L	7	0	3.85875734537632	0	0.374	0.013
JPT2	7	0	3.85502114542896	0	0.425	0.018
AL445524.1	7	0	3.85080504504984	0	0.312	0.013
CENPV	7	0	3.83517061695537	0	0.574	0.029
ELOA-AS1	7	0	3.82120411982793	0	0.265	0.008
NDUFA4L2	7	0	3.80982650247722	0	0.401	0.023
AL050341.2	7	0	3.79923887380794	0	0.274	0.008
CHMP4C	7	0	3.79803724941986	0	0.395	0.014
MPV17L	7	0	3.7709064638317	0	0.354	0.011
CD24	7	0	3.75634281083404	0	0.783	0.083
PRTFDC1	7	0	3.74638724563251	0	0.253	0.008
ZFP69B	7	0	3.73295733318351	0	0.305	0.008
TSPAN12	7	0	3.73055847247975	0	0.294	0.009
EHF	7	0	3.72952034177303	0	0.645	0.026
RAPGEF5	7	0	3.7175835654322	0	0.48	0.016
BSPRY	7	0	3.71034945268443	0	0.422	0.015
ELP1	7	0	3.69360171347726	0	0.394	0.015
KLHL23	7	0	3.6905091611308	0	0.413	0.013
ZNF667-AS1	7	0	3.67360237434571	0	0.366	0.011
TFCP2L1	7	0	3.66405852256802	0	0.394	0.02
C9orf3	7	0	3.65758070331001	0	0.599	0.034
CLMN	7	0	3.65566096942148	0	0.454	0.022
S100A16	7	0	3.64126962794964	0	0.543	0.05
MTURN	7	0	3.63324094178943	0	0.546	0.029
TMEM54	7	0	3.62906358381086	0	0.629	0.027
BASP1	7	0	3.62275052310585	0	0.858	0.089
MAP3K20	7	0	3.61507326190387	0	0.329	0.015
MYCL	7	0	3.61015726143719	0	0.267	0.009
TMEM98	7	0	3.60369972072908	0	0.531	0.019
NPW	7	0	3.58606937068877	0	0.414	0.016
CIB2	7	0	3.5840547685139	0	0.317	0.013
B4GALT2	7	0	3.56863178855804	0	0.389	0.016
RIDA	7	0	3.56079885616312	0	0.269	0.014
CKB	7	0	3.55393778549556	0	0.743	0.048
GPR160	7	0	3.55383583824696	0	0.55	0.03
KRT7	7	0	3.5443615443934	0	0.94	0.093
FAXC	7	0	3.54121715188649	0	0.253	0.006
FA2H	7	0	3.54006343310071	0	0.303	0.01
TMEM132A	7	0	3.53011705991151	0	0.299	0.01
TFAP2C	7	0	3.50111307710937	0	0.254	0.009
UTP11	7	0	3.49735708821948	0	0.509	0.03
NAXE	7	0	3.48324571079104	0	0.614	0.047
MUC16	7	0	3.47978670487637	0	0.302	0.013
IMPA2	7	0	3.47620635667432	0	0.452	0.027
MYBL2	7	0	3.47149455981055	0	0.283	0.018
EEF1A2	7	0	3.46712890076534	0	0.308	0.009
HMGB3	7	0	3.4558943273963	0	0.768	0.067
LINC00665	7	0	3.44576155780929	0	0.524	0.025
LINC01503	7	0	3.44522696179713	0	0.27	0.018
TCEA3	7	0	3.43537858517126	0	0.634	0.034
KDM1A	7	0	3.43416325196763	0	0.635	0.061
EPCAM	7	0	3.43314166762995	0	0.756	0.065
STON1	7	0	3.4223591678417	0	0.271	0.008
SINHCAF	7	0	3.40782228476504	0	0.628	0.051
ACKR3	7	0	3.40732816756233	0	0.283	0.011
ASRGL1	7	0	3.40722769194034	0	0.494	0.027
RBFOX2	7	0	3.40179482540226	0	0.369	0.016
PIP5K1B	7	0	3.39603990540891	0	0.366	0.016
NIPSNAP2	7	0	3.39315918388538	0	0.607	0.042
RCC2	7	0	3.38917910489561	0	0.69	0.091
TSPYL5	7	0	3.38075750248081	0	0.267	0.009
CENPX	7	0	3.36768929065355	0	0.69	0.061
EEF1AKMT1	7	0	3.35889812855816	0	0.271	0.012
RHOD	7	0	3.34314197032335	0	0.294	0.022
DSP	7	0	3.33673554143953	0	0.629	0.033
CDKN2A	7	0	3.33110853917037	0	0.779	0.091
SYNE4	7	0	3.31225601537748	0	0.292	0.01
HOOK1	7	0	3.31082226097854	0	0.526	0.027
RAB25	7	0	3.30606229985724	0	0.788	0.039
S100A14	7	0	3.30079453067461	0	0.536	0.056
TMEM255B	7	0	3.29959237372838	0	0.28	0.013
S100P	7	0	3.29901633078354	0	0.261	0.042
MRM2	7	0	3.29600762803272	0	0.394	0.022
ERG28	7	0	3.29271606569237	0	0.561	0.037
NDUFAF8	7	0	3.28824518606218	0	0.677	0.06
PFN2	7	0	3.28112737432195	0	0.452	0.019
CDCA7L	7	0	3.26071256101315	0	0.53	0.036
MYB	7	0	3.25788072090522	0	0.398	0.021
HDHD5	7	0	3.2394958732744	0	0.342	0.02
ARHGEF35	7	0	3.23381317799125	0	0.263	0.013
MCRIP2	7	0	3.23200046906359	0	0.451	0.033
PTK7	7	0	3.22441648999328	0	0.437	0.018
MYH10	7	0	3.22172218059941	0	0.316	0.012
LAPTM4B	7	0	3.21937396640143	0	0.68	0.051
TMEM44	7	0	3.21669990207744	0	0.272	0.011
BCL7A	7	0	3.2153289095777	0	0.324	0.015
E2F1	7	0	3.20788176825835	0	0.298	0.018
FXYD3	7	0	3.20415010588747	0	0.59	0.048
QPRT	7	0	3.19237386075504	0	0.347	0.021
AC008124.1	7	0	3.18232325592758	0	0.33	0.014
ITGB8	7	0	3.18231865245847	0	0.452	0.023
CRNDE	7	0	3.18134952009365	0	0.395	0.023
C15orf48	7	0	3.18070681798401	0	0.703	0.092
AMN	7	0	3.18050020337006	0	0.363	0.015
H2AFY2	7	0	3.1800304319942	0	0.423	0.021
TSPAN6	7	0	3.17717524007086	0	0.472	0.02
FNBP1L	7	0	3.17246543356197	0	0.52	0.024
DMAC1	7	0	3.16923105823939	0	0.531	0.039
SSX2IP	7	0	3.12544162211807	0	0.411	0.02
BIK	7	0	3.12433277632887	0	0.514	0.035
FARP1	7	0	3.12384280804335	0	0.484	0.03
LINC02001	7	0	3.11890892204594	0	0.398	0.022
KRTCAP3	7	0	3.11409397060892	0	0.589	0.028
ALDH1A1	7	0	3.10564290426437	0	0.642	0.056
AC010642.2	7	0	3.10513591651685	0	0.409	0.024
FHDC1	7	0	3.10380594419662	0	0.256	0.008
HDGFL2	7	0	3.0995464791287	0	0.447	0.027
NFIX	7	0	3.09035840743893	0	0.354	0.017
PPP2R3A	7	0	3.07841324646674	0	0.324	0.014
RHOV	7	0	3.07658393509951	0	0.315	0.019
PDLIM1	7	0	3.07075620901495	0	0.779	0.072
CENPW	7	0	3.06708652284385	0	0.462	0.047
DPCD	7	0	3.06378039661761	0	0.288	0.02
PAWR	7	0	3.06189129564831	0	0.462	0.026
IFT81	7	0	3.05682511125001	0	0.284	0.012
PROX1	7	0	3.04938792649009	0	0.394	0.01
GON7	7	0	3.04545308910123	0	0.414	0.027
ESRP1	7	0	3.03939685242759	0	0.419	0.017
EGLN3	7	0	3.03845548295992	0	0.439	0.024
NBDY	7	0	3.03163895086535	0	0.68	0.071
PTPRF	7	0	3.02932797388179	0	0.574	0.032
DNAH14	7	0	3.0292311981557	0	0.315	0.012
SMIM26	7	0	3.02210694699626	0	0.728	0.08
MAIP1	7	0	3.02081507763685	0	0.294	0.017
LRP6	7	0	3.01214658690131	0	0.291	0.012
SCIN	7	0	3.00935971532893	0	0.36	0.013
CMBL	7	0	3.006575732	0	0.333	0.017
CNN3	7	0	3.00622858460641	0	0.612	0.033
MRPL12	7	0	3.00337727328441	0	0.665	0.076
BACE2	7	0	2.99952884983439	0	0.392	0.024
UGT8	7	0	2.99813947161058	0	0.322	0.01
MUC20-OT1	7	0	2.99755503926993	0	0.524	0.049
RTF2	7	0	2.99686104733687	0	0.69	0.07
MRTO4	7	0	2.99213506756641	0	0.676	0.082
PPP1R9A	7	0	2.99100693305131	0	0.344	0.012
ZFP1	7	0	2.98038688449042	0	0.4	0.019
LMO3	7	0	2.97848251573974	0	0.344	0.012
ATP5PB	7	0	2.97643579181874	0	0.678	0.072
TEN1	7	0	2.97634049348998	0	0.383	0.026
TRIM29	7	0	2.97052807891523	0	0.285	0.012
SHLD1	7	0	2.96986979200834	0	0.393	0.024
METTL26	7	0	2.95916932700436	0	0.722	0.076
ETFRF1	7	0	2.95766422825691	0	0.436	0.03
MAP7	7	0	2.95622352644925	0	0.468	0.024
MRPL58	7	0	2.95446653357917	0	0.445	0.035
TMEM238	7	0	2.95169467217815	0	0.651	0.061
HIST1H2BH	7	0	2.94818068046952	0	0.335	0.03
PACSIN3	7	0	2.94617639628355	0	0.282	0.014
NXN	7	0	2.94211985167251	0	0.265	0.012
MORN2	7	0	2.94187528610633	0	0.549	0.039
NR2F6	7	0	2.93795605220711	0	0.553	0.035
COPRS	7	0	2.9269439697172	0	0.602	0.062
PXMP2	7	0	2.92509999561267	0	0.449	0.036
KCNK1	7	0	2.91854116294131	0	0.366	0.018
CHPT1	7	0	2.91790826833089	0	0.62	0.077
MMP24OS	7	0	2.91070324113659	0	0.625	0.058
ERI3	7	0	2.90352427260273	0	0.719	0.099
EIPR1	7	0	2.90306902911311	0	0.376	0.023
ADIRF	7	0	2.89868894608958	0	0.269	0.016
SLC25A29	7	0	2.89272737124816	0	0.455	0.025
FBLIM1	7	0	2.89268638842574	0	0.349	0.017
BCAR1	7	0	2.89176812979265	0	0.269	0.016
AC118549.1	7	0	2.88855459891474	0	0.451	0.028
ESPN	7	0	2.88642375199455	0	0.37	0.014
TMEM176A	7	0	2.87530293096493	0	0.6	0.056
CALML5	7	0	2.870862548	0	0.418	0.012
RAC3	7	0	2.86981341728209	0	0.319	0.015
TMEM237	7	0	2.86793683945054	0	0.37	0.021
FXYD6	7	0	2.8643155684177	0	0.293	0.016
NT5DC2	7	0	2.86276659345767	0	0.402	0.026
RFWD3	7	0	2.86107277054395	0	0.535	0.051
QTRT2	7	0	2.86009881216397	0	0.3	0.017
CDK2AP1	7	0	2.85236505620774	0	0.301	0.018
BUD23	7	0	2.84942192332115	0	0.678	0.075
TPM1	7	0	2.84639001010069	0	0.663	0.065
CCDC24	7	0	2.8443745053757	0	0.261	0.013
UGGT2	7	0	2.84371620827042	0	0.271	0.016
COQ3	7	0	2.84124180177726	0	0.37	0.021
UBE2T	7	0	2.8405272734588	0	0.5	0.052
NOL3	7	0	2.83953572171743	0	0.373	0.026
CXADR	7	0	2.83864277099164	0	0.467	0.024
AC027644.3	7	0	2.8378672863245	0	0.286	0.017
SORD	7	0	2.82797928059244	0	0.501	0.039
NME4	7	0	2.82449999513135	0	0.676	0.072
C11orf74	7	0	2.82173971942907	0	0.325	0.02
AK4	7	0	2.81972294492744	0	0.308	0.018
SSBP3	7	0	2.8145175024412	0	0.551	0.048
NECTIN2	7	0	2.80970527115997	0	0.335	0.024
ECI1	7	0	2.80818788336786	0	0.608	0.071
AC025159.1	7	0	2.80584319211084	0	0.321	0.022
STMP1	7	0	2.79900471907303	0	0.658	0.068
WEE1	7	0	2.79443667857527	0	0.558	0.054
KIAA1958	7	0	2.79365304449107	0	0.263	0.012
ELOC	7	0	2.79215448641058	0	0.754	0.091
BEND7	7	0	2.77893701	0	0.455	0.024
ALYREF	7	0	2.77470816831553	0	0.675	0.086
TIMM29	7	0	2.77457026824699	0	0.37	0.024
FBXW9	7	0	2.77364211088212	0	0.296	0.017
MIR4458HG	7	0	2.77084747380027	0	0.434	0.03
NORAD	7	0	2.76756996224565	0	0.577	0.061
SELENOP	7	0	2.76469579826407	0	0.403	0.018
PLEK2	7	0	2.76381430962197	0	0.293	0.017
MACROD1	7	0	2.75923308614155	0	0.438	0.029
RAMP1	7	0	2.75459105017643	0	0.365	0.016
CFAP298	7	0	2.74985942352468	0	0.441	0.035
CIPC	7	0	2.7489705673597	0	0.352	0.021
ANXA3	7	0	2.74318260855181	0	0.301	0.018
PLCB1	7	0	2.73793597030371	0	0.386	0.02
NUDT8	7	0	2.7360802567787	0	0.461	0.036
RHOBTB3	7	0	2.7347000675357	0	0.461	0.03
C1orf210	7	0	2.73255672401686	0	0.29	0.012
SMIM30	7	0	2.72279013718931	0	0.335	0.029
PODXL2	7	0	2.72277674327212	0	0.473	0.022
SMIM37	7	0	2.72183185752777	0	0.56	0.052
ODR4	7	0	2.72020992507876	0	0.347	0.024
HILPDA	7	0	2.71876269268661	0	0.517	0.044
HLTF	7	0	2.71475786716063	0	0.614	0.073
PPFIBP1	7	0	2.71384937787525	0	0.346	0.022
MLF1	7	0	2.71062458646809	0	0.58	0.045
NAT14	7	0	2.70490611343228	0	0.294	0.018
AC020656.1	7	0	2.70338923736657	0	0.325	0.023
SNCA	7	0	2.70061908593518	0	0.258	0.016
FMC1	7	0	2.69996728794137	0	0.368	0.024
FAM111B	7	0	2.69493342635638	0	0.279	0.018
SEPHS1	7	0	2.69309417427209	0	0.563	0.058
SFN	7	0	2.68731939205791	0	0.457	0.043
ELF3	7	0	2.68106635817867	0	0.698	0.055
RALGPS2	7	0	2.67778944857437	0	0.512	0.04
RAMMET	7	0	2.67595166884821	0	0.536	0.047
CLDN7	7	0	2.67462888618415	0	0.71	0.056
HPF1	7	0	2.67443967164558	0	0.436	0.032
RXYLT1	7	0	2.66244781124369	0	0.281	0.02
MAP3K13	7	0	2.66051244220059	0	0.74	0.099
EMG1	7	0	2.66000178469669	0	0.53	0.065
MAGEF1	7	0	2.65793385011791	0	0.545	0.049
CDKN3	7	0	2.65680989097556	0	0.26	0.038
NEBL	7	0	2.65361308250364	0	0.413	0.024
ZNF738	7	0	2.65003798347923	0	0.459	0.034
PAIP2B	7	0	2.64694772423765	0	0.305	0.018
MDK	7	0	2.6446129937838	0	0.789	0.084
STAP2	7	0	2.63939040892181	0	0.409	0.024
FHL2	7	0	2.63610856131182	0	0.266	0.024
TRIQK	7	0	2.63051532275739	0	0.352	0.025
IRAK1BP1	7	0	2.62881387949038	0	0.257	0.012
C1orf53	7	0	2.62494206657748	0	0.272	0.015
PYCR1	7	0	2.62008208276882	0	0.494	0.03
C6orf132	7	0	2.61600699818303	0	0.273	0.013
ELOA	7	0	2.61487865807667	0	0.388	0.028
IRF6	7	0	2.6136654547332	0	0.256	0.016
TOMM70	7	0	2.6090132758803	0	0.345	0.024
GNG4	7	0	2.60411316597929	0	0.354	0.021
MIS18A	7	0	2.59935571703479	0	0.407	0.035
ATP5F1A	7	0	2.5982113715648	0	0.73	0.095
HIKESHI	7	0	2.59686933036312	0	0.581	0.06
DMAC2	7	0	2.59266492483332	0	0.293	0.02
RAB40B	7	0	2.58364825505132	0	0.37	0.026
HSPA14.1	7	0	2.58080855566769	0	0.323	0.021
PLPP2	7	0	2.57273572786718	0	0.546	0.029
NKAPD1	7	0	2.56163043267095	0	0.291	0.019
NFIA	7	0	2.55608822020117	0	0.47	0.041
CNTLN	7	0	2.55282547266275	0	0.358	0.025
DYRK4	7	0	2.55279943201844	0	0.586	0.071
PAICS	7	0	2.53105198277017	0	0.632	0.076
NAV1	7	0	2.5293958152291	0	0.35	0.02
C19orf48	7	0	2.52052456408514	0	0.624	0.081
MBOAT2	7	0	2.51884783904133	0	0.396	0.022
CDKN1C	7	0	2.51597430161665	0	0.443	0.035
RAB5IF	7	0	2.50906486620049	0	0.617	0.07
ACTL6A	7	0	2.50518212504802	0	0.672	0.094
MRE11	7	0	2.49914086998125	0	0.365	0.025
RFC4	7	0	2.48864945837479	0	0.537	0.06
MEST	7	0	2.48820228256607	0	0.334	0.018
RTL8C	7	0	2.48714201355274	0	0.278	0.021
RFC3	7	0	2.48583747187005	0	0.352	0.026
POLD2	7	0	2.48532276192558	0	0.701	0.098
ZMYND19	7	0	2.48352221912628	0	0.298	0.021
MACO1	7	0	2.48082405582765	0	0.412	0.033
PARD3	7	0	2.48034631298327	0	0.274	0.014
BCL11A	7	0	2.4801260048238	0	0.378	0.024
TACSTD2	7	0	2.47780012915262	0	0.722	0.052
PPP1R1B	7	0	2.47640532777222	0	0.441	0.018
MESP1	7	0	2.47414811225263	0	0.354	0.02
ZNF626	7	0	2.47362434308092	0	0.426	0.029
SELENOF	7	0	2.47068022978407	0	0.688	0.098
GSTZ1	7	0	2.47060815075135	0	0.45	0.045
ZNF486	7	0	2.46998339216345	0	0.287	0.016
HYI	7	0	2.46110784797698	0	0.529	0.055
KCNQ1	7	0	2.46078381128667	0	0.317	0.024
ARHGAP24	7	0	2.46027942660838	0	0.331	0.022
S100A13	7	0	2.45834604666323	0	0.726	0.084
NSD2	7	0	2.44883386180955	0	0.331	0.023
BYSL	7	0	2.44260886298795	0	0.281	0.022
EXOSC5	7	0	2.4417488620748	0	0.583	0.073
PPIC	7	0	2.44171732482505	0	0.462	0.04
AC100810.1	7	0	2.43634832303304	0	0.341	0.028
FAM213A	7	0	2.43490749127406	0	0.493	0.043
HRAS	7	0	2.42877270469409	0	0.571	0.066
NEPRO	7	0	2.4232873537499	0	0.393	0.029
TJP1	7	0	2.42252298835831	0	0.307	0.018
