gene	cluster	p_val	avg_log2FC	p_val_adj	pct.1	pct.2
DSE	Secretory cell_CA	1.87532947011565e-304	2.76032493535616	5.75426094610287e-300	0.34	0.073
PILRA	Secretory cell_CA	2.61762583082171e-304	2.71670076520093	8.03192309929335e-300	0.256	0.043
CD300A	Secretory cell_CA	8.31820284840916e-297	2.4815321248636	2.55235736200587e-292	0.278	0.051
THEMIS2	Secretory cell_CA	3.94420436360578e-296	2.23659400690121	1.2102396669288e-291	0.377	0.089
FCGR3A	Secretory cell_CA	8.43858965473154e-283	2.02358365259518	2.58929684965783e-278	0.365	0.085
SLC43A2	Secretory cell_CA	1.11122999933079e-282	3.11299197086239	3.40969812994661e-278	0.273	0.053
SLC31A2	Secretory cell_CA	5.24815245883549e-282	2.28606312948587	1.61034310046908e-277	0.31	0.064
RASSF4	Secretory cell_CA	4.68972987252398e-280	1.99631013159298	1.43899671408526e-275	0.288	0.056
IRAK3	Secretory cell_CA	2.21114149601629e-278	3.22018890415991	6.78466656637637e-274	0.264	0.05
QKI	Secretory cell_CA	2.77519783400609e-278	2.20350563728712	8.51541703386429e-274	0.368	0.088
SYK	Secretory cell_CA	2.76717003314868e-266	2.49991405091018	8.49078452971339e-262	0.283	0.059
MS4A4A	Secretory cell_CA	4.79441119695186e-265	1.78815390532196	1.47111713167271e-260	0.281	0.055
EMILIN2	Secretory cell_CA	7.43023843257689e-246	2.62900284000998	2.27989436065189e-241	0.264	0.054
OGFRL1	Secretory cell_CA	1.29826319885625e-239	2.34782876735129	3.98359079937051e-235	0.335	0.084
C3AR1	Secretory cell_CA	5.33348345347044e-239	2.29080705141683	1.63652606286287e-234	0.279	0.06
RAB32	Secretory cell_CA	4.95919076587491e-232	2.4542215787222	1.52167809460106e-227	0.273	0.06
MRC1	Secretory cell_CA	6.01882878948677e-231	1.87691434676507	1.84681742576612e-226	0.293	0.066
MSR1	Secretory cell_CA	9.38437776769747e-220	2.46399714059054	2.87950247424029e-215	0.287	0.066
B3GNT5	Secretory cell_CA	9.08861622340477e-219	2.68764571322471	2.78875100198952e-214	0.29	0.071
PLBD1	Secretory cell_CA	5.55245179928097e-218	2.29912573540998	1.70371431009137e-213	0.268	0.061
LAT2	Secretory cell_CA	9.14313742355155e-213	2.14074584859354	2.80548028704256e-208	0.252	0.054
TNFAIP2	Secretory cell_CA	4.76751618194573e-212	2.48952330496229	1.46286466526823e-207	0.298	0.076
TIMP2	Secretory cell_CA	1.76012216797655e-211	1.92213358774034	5.40075886021926e-207	0.34	0.093
KYNU	Secretory cell_CA	8.89539039452884e-209	1.76653917845155	2.72946158865723e-204	0.315	0.079
MARCO	Secretory cell_CA	2.06857810255701e-195	1.80541125	6.34722504988593e-191	0.278	0.067
DPYSL2	Secretory cell_CA	3.68115167325281e-188	1.56863034491323	1.12952457942089e-183	0.32	0.09
PAK1	Secretory cell_CA	1.09644840158729e-186	2.55058958261357	3.36434227543045e-182	0.278	0.074
TMEM176B	Secretory cell_CA	1.06690952941978e-183	2.14939676630011	3.27370520007165e-179	0.318	0.091
VSIR	Secretory cell_CA	4.01404860315634e-183	2.59702054940995	1.23167067339249e-178	0.266	0.068
WARS	Secretory cell_CA	1.31717573346733e-181	2.43367652671896	4.04162202057114e-177	0.329	0.099
GNAQ	Secretory cell_CA	2.00483205959535e-175	1.94531483186642	6.15162669166238e-171	0.297	0.085
CXCL3	Secretory cell_CA	1.05244041004038e-172	2.92979287741885	3.22930815416791e-168	0.283	0.079
ALCAM	Secretory cell_CA	7.82888423745451e-169	1.67178359680613	2.40221483942054e-164	0.278	0.077
LAIR1	Secretory cell_CA	3.04270687663702e-157	1.79357363348661	9.33624178027303e-153	0.293	0.085
TET2	Secretory cell_CA	3.9527912250952e-157	2.06999422892133	1.21287445950821e-152	0.298	0.091
TBXAS1	Secretory cell_CA	1.34459731011329e-154	1.75634409432185	4.12576238635162e-150	0.273	0.078
HNMT	Secretory cell_CA	8.18758492663823e-154	1.93426398714986	2.51227855888968e-149	0.261	0.072
RBM47	Secretory cell_CA	2.80426984656131e-144	2.05569169777009	8.60462159718872e-140	0.263	0.077
UNC93B1	Secretory cell_CA	5.41114363012779e-142	1.83627820990275	1.66035531146841e-137	0.272	0.082
LACTB	Secretory cell_CA	1.54184024013195e-141	1.71281055556481	4.73098259282088e-137	0.3	0.096
HMOX1	Secretory cell_CA	1.18901512969636e-132	1.25036582746883	3.6483740239603e-128	0.279	0.087
CFD	Secretory cell_CA	3.75983480086958e-124	1.65921695312093	1.15366771029882e-119	0.274	0.089
MGST2	Secretory cell_CA	1.37490911611531e-115	1.33194130155582	4.21877113188823e-111	0.256	0.082
SAP30	Secretory cell_CA	3.29072481032019e-113	1.75379304218444	1.00972600079865e-108	0.281	0.099
ATF5	Secretory cell_CA	5.82932617509464e-113	1.75782858392867	1.78867044356604e-108	0.253	0.084
GNS	Secretory cell_CA	2.48558216361834e-111	1.75124731063731	7.62676031084651e-107	0.279	0.098
PHC2	Secretory cell_CA	3.2876593289406e-110	2.09418544173066	1.00878538849214e-105	0.268	0.094
ODF3B	Secretory cell_CA	6.38020845286278e-105	1.62589144963906	1.95770316167642e-100	0.255	0.087
PECAM1	Secretory cell_CA	1.07022097340013e-101	1.46129591635621	3.28386603478095e-97	0.258	0.088
EHBP1L1	Secretory cell_CA	1.83498702672629e-98	1.71567132848471	5.63047419280694e-94	0.251	0.088
NFKBID	Secretory cell_CA	6.81450800157802e-92	1.26175029026839	2.0909636352042e-87	0.268	0.099
GZMK	SLC16A7+ cell_CA	0	2.74266852558828	0	0.329	0.087
GZMH	SLC16A7+ cell_CA	0	2.69728547921082	0	0.292	0.066
CD8B	SLC16A7+ cell_CA	0	2.58768347423509	0	0.266	0.067
CD8A	SLC16A7+ cell_CA	0	2.53793385283921	0	0.343	0.079
CTSW	SLC16A7+ cell_CA	0	2.47499352371608	0	0.346	0.078
IFNG	SLC16A7+ cell_CA	0	2.3548551068032	0	0.257	0.082
PRF1	SLC16A7+ cell_CA	0	2.03995153894509	0	0.281	0.099
TRAT1	SLC16A7+ cell_CA	0	1.9394425844913	0	0.292	0.089
GPR171	SLC16A7+ cell_CA	0	1.91557127130027	0	0.298	0.09
CAMK4	SLC16A7+ cell_CA	0	1.77968013497128	0	0.278	0.096
IGLV6-57	B cell_CA	0	10.4175537550028	0	0.275	0.003
IGHG2	B cell_CA	0	10.0704334508867	0	0.594	0.028
IGHGP	B cell_CA	0	9.88665392319842	0	0.476	0.019
IGHG1	B cell_CA	0	9.62517612543867	0	0.793	0.074
IGLV3-1	B cell_CA	0	9.54926798313309	0	0.485	0.007
IGLC3	B cell_CA	0	9.1657818417591	0	0.598	0.083
IGHG3	B cell_CA	0	9.01255863313368	0	0.784	0.074
IGHG4	B cell_CA	0	8.83853221364766	0	0.763	0.087
IGHA2	B cell_CA	0	8.44687403531233	0	0.301	0.015
IGLL5	B cell_CA	0	8.06152421193828	0	0.311	0.01
JCHAIN	B cell_CA	0	7.8382216678673	0	0.844	0.042
LINC02362	B cell_CA	0	7.62933613968557	0	0.293	0.001
AC012236.1	B cell_CA	0	7.48476507930398	0	0.41	0.001
IGKV4-1	B cell_CA	0	7.424161689	0	0.275	0.023
TNFRSF17	B cell_CA	0	7.37293830027668	0	0.573	0.002
DERL3	B cell_CA	0	7.06212801723273	0	0.859	0.021
IGHM	B cell_CA	0	6.97144071342866	0	0.335	0.046
FCRL5	B cell_CA	0	6.96176948942766	0	0.656	0.004
MZB1	B cell_CA	0	6.32877206993388	0	0.918	0.053
JSRP1	B cell_CA	0	5.90234626121535	0	0.553	0.01
AC078883.1	B cell_CA	0	4.47427171045072	0	0.253	0.004
FAM92B	B cell_CA	0	4.46538553937191	0	0.277	0.001
IGF1	B cell_CA	0	4.21493480476465	0	0.266	0.006
KCNN3	B cell_CA	0	4.15206408817476	0	0.268	0.008
PNOC	B cell_CA	0	4.02162504043075	0	0.317	0.005
POU2AF1	B cell_CA	0	3.76095403495048	0	0.603	0.023
SPAG4	B cell_CA	0	3.70647560079091	0	0.58	0.023
CPNE5	B cell_CA	0	3.57014274604772	0	0.351	0.01
Z93930.2	B cell_CA	0	3.42238385768776	0	0.253	0.014
CD79A	B cell_CA	0	3.15227783335504	0	0.793	0.045
SELENOS	B cell_CA	0	2.84131777937321	0	0.63	0.08
GAS6	B cell_CA	0	2.77381806083745	0	0.521	0.041
CDK14	B cell_CA	0	2.73843541527425	0	0.294	0.018
SLC17A9	B cell_CA	0	2.63250229534696	0	0.295	0.016
COL9A3	B cell_CA	0	2.54467021295615	0	0.264	0.018
COBLL1	B cell_CA	0	2.50487957928423	0	0.372	0.027
GNG7	B cell_CA	0	2.41293312121489	0	0.33	0.015
PTP4A3	B cell_CA	0	2.4099815706633	0	0.431	0.056
BLNK	B cell_CA	0	2.28423552598198	0	0.295	0.024
CHST2	B cell_CA	0	2.27972014971283	0	0.287	0.021
SELENOM	B cell_CA	0	2.22314482864148	0	0.539	0.057
TENT5C	B cell_CA	0	2.22289385628198	0	0.593	0.055
EAF2	B cell_CA	0	1.96176712567277	0	0.434	0.054
MEF2C	B cell_CA	0	1.93220947810045	0	0.479	0.041
ADA2	B cell_CA	0	1.87684201118766	0	0.381	0.031
CD38	B cell_CA	0	1.86767286160407	0	0.646	0.072
SLAMF7	B cell_CA	0	1.80837800525321	0	0.566	0.055
SERPINI1	B cell_CA	0	1.79471623316589	0	0.253	0.013
CHPF	B cell_CA	0	1.78732131287068	0	0.465	0.054
QPRT	B cell_CA	0	1.67509586318758	0	0.292	0.035
PDK1	B cell_CA	0	1.64091313941152	0	0.445	0.059
SMPDL3B	B cell_CA	0	1.59956183125296	0	0.262	0.017
SPATS2	B cell_CA	0	1.55136842610537	0	0.445	0.066
CKAP4	B cell_CA	0	1.54803092591779	0	0.329	0.043
SIL1	B cell_CA	0	1.3927754631129	0	0.546	0.084
BHLHE41	B cell_CA	0	1.30964325631513	0	0.303	0.032
MANEA	B cell_CA	0	1.29345161217824	0	0.363	0.052
C11orf24	B cell_CA	0	1.19576428628567	0	0.365	0.046
ST6GALNAC4	B cell_CA	0	1.17282654459307	0	0.463	0.064
GMPPB	B cell_CA	0	1.16671568683573	0	0.452	0.07
ST6GAL1	B cell_CA	0	1.15578048009385	0	0.531	0.097
SLC38A5	B cell_CA	0	1.13511948884536	0	0.328	0.04
ARSA	B cell_CA	0	1.12113425078266	0	0.58	0.099
CADM1	B cell_CA	0	1.10396264912156	0	0.33	0.042
TCF4	B cell_CA	0	1.10196052872386	0	0.378	0.056
MEI1	B cell_CA	0	1.01052392864821	0	0.515	0.089
HSH2D	B cell_CA	0	1.0036027793986	0	0.484	0.079
VSIR	B cell_CA	0	0.910939027492933	0	0.462	0.067
SDC1	B cell_CA	0	0.884127751797854	0	0.555	0.053
FCGR2B	B cell_CA	0	0.882880384315284	0	0.434	0.041
CD79B	B cell_CA	0	0.861425814857552	0	0.519	0.091
ZBP1	B cell_CA	0	0.857695395420683	0	0.455	0.077
SYVN1	B cell_CA	1.0603474121458e-301	1.07684692051305	3.25356999942818e-297	0.402	0.066
TMEM19	B cell_CA	9.45275165928205e-301	1.00714624262627	2.90048231913411e-296	0.329	0.046
FBH1	B cell_CA	1.10082848908471e-298	1.75785492545145	3.37778213590752e-294	0.255	0.03
TMEM238	B cell_CA	2.28256383353543e-293	0.970859853211047	7.00381886682012e-289	0.478	0.088
CPEB4	B cell_CA	3.3405544293546e-292	1.39151668894443	1.02501572110316e-287	0.472	0.09
RAB30	B cell_CA	1.65681340483441e-287	1.04505120835483	5.08376625139392e-283	0.367	0.058
AC007952.4	B cell_CA	6.56239873532711e-265	2.2704239797557	2.01360642794777e-260	0.277	0.039
MESD	B cell_CA	7.97789497858017e-265	0.837327969058177	2.44793729522754e-260	0.447	0.085
RALGPS2	B cell_CA	4.48550993382956e-262	1.01721117342125	1.37633386809626e-257	0.363	0.061
METRN	B cell_CA	5.55324267466528e-258	0.900485821769203	1.7039569822943e-253	0.297	0.044
CASP10	B cell_CA	4.88752336260689e-252	1.22329426514978	1.4996876685823e-247	0.258	0.035
PECAM1	B cell_CA	4.97567810204201e-251	0.547454796823312	1.52673706883057e-246	0.445	0.087
RASSF6	B cell_CA	2.90126829691754e-245	1.8438261474263	8.90225164226177e-241	0.262	0.036
NCLN	B cell_CA	2.18817082200741e-243	0.942153989023541	6.71418335024754e-239	0.415	0.081
PYCR1	B cell_CA	5.11829905187078e-239	0.544570243015142	1.57049888107603e-234	0.317	0.051
ODF3B	B cell_CA	2.43026818708467e-236	0.67413744172829	7.45703490525061e-232	0.426	0.086
CYBC1	B cell_CA	2.02085771394237e-235	0.760101269723215	6.20079980946077e-231	0.407	0.08
MCEE	B cell_CA	4.32733305921499e-232	0.440171000717288	1.32779887588953e-227	0.335	0.058
FNDC3B	B cell_CA	1.36322410612513e-228	0.639090843490574	4.18291684723435e-224	0.451	0.097
HSPA13	B cell_CA	7.70269467819687e-205	0.459820597571231	2.36349483505793e-200	0.388	0.081
MAN1A1	B cell_CA	1.36231831398081e-204	0.66467260413074	4.18013751461871e-200	0.373	0.076
SEC24A	B cell_CA	4.52864657351e-199	0.667798097490081	1.38956991461581e-194	0.327	0.062
POU2F2	B cell_CA	4.23506846925455e-197	0.507655756193985	1.29948840910606e-192	0.379	0.079
PGM3	B cell_CA	2.49780334812924e-187	0.758206271174562	7.66425979339977e-183	0.32	0.063
CLIC4	B cell_CA	1.34662694620908e-182	0.870257458380389	4.13199012174796e-178	0.321	0.065
WIPI1	B cell_CA	8.49213175796684e-178	0.375773044558493	2.60572570861455e-173	0.294	0.056
HSD17B8	B cell_CA	1.6896230368655e-175	0.590760556693134	5.1844393263181e-171	0.335	0.07
IKBIP	B cell_CA	5.60907538237194e-175	0.272544918916274	1.72108869032701e-170	0.385	0.087
ALG14	B cell_CA	1.21020148959502e-169	0.996757303299738	3.71338225067336e-165	0.251	0.045
DEF8	B cell_CA	4.02663964088452e-167	0.414969694725053	1.235534107409e-162	0.335	0.073
NAXE	B cell_CA	3.25836637818048e-165	0.291875060905599	9.99797139480897e-161	0.343	0.074
RNASE6	B cell_CA	6.23512882333499e-164	0.349231852726203	1.91318692815211e-159	0.268	0.05
CXXC5	B cell_CA	2.41609074594413e-160	0.458171322280891	7.41353284485497e-156	0.309	0.065
CCDC32	B cell_CA	3.42249403292027e-159	0.791253190987265	1.05015806906125e-154	0.258	0.049
TRIB1	B cell_CA	9.45788048677435e-158	0.711010780482842	2.90205604856184e-153	0.383	0.096
IFI27L1	B cell_CA	4.03291561184265e-152	0.779281613566897	1.2374598263378e-147	0.338	0.079
WASHC3	B cell_CA	1.00892109677983e-148	0.356655337447772	3.09577349335923e-144	0.337	0.078
METTL7A	B cell_CA	4.32549240268727e-134	0.403736729271516	1.32723408884056e-129	0.258	0.055
ITGA6	B cell_CA	5.72013476818235e-132	0.5231911044328	1.75516615226907e-127	0.316	0.077
KCNK6	B cell_CA	2.41628099675411e-124	0.490577844085232	7.4141166104403e-120	0.269	0.062
C12orf45	B cell_CA	1.54060096229935e-123	0.399972356629815	4.72717999271934e-119	0.351	0.094
OTUD1	B cell_CA	1.77290269328082e-116	1.06547435396804	5.43997462406287e-112	0.255	0.06
GMPPA	B cell_CA	9.55456468617078e-114	0.336380632979739	2.93172262830464e-109	0.305	0.08
TMEM214	B cell_CA	8.89269822946577e-102	0.323069913980499	2.72863552472928e-97	0.268	0.069
ORAI2	B cell_CA	2.81179958360233e-95	0.267352526046096	8.62772584232538e-91	0.263	0.07
EIF2AK4	B cell_CA	2.13861288169473e-84	0.278379436389038	6.56211976619212e-80	0.289	0.087
PAEP	Type II pneumocyte_CA	0	7.09579053829085	0	0.261	0.004
BCAM	Type II pneumocyte_CA	0	6.56513905054668	0	0.337	0.021
AQP1	Type II pneumocyte_CA	0	6.47422787153936	0	0.263	0.011
CCND1	Type II pneumocyte_CA	0	6.37356534875306	0	0.62	0.054
NAPSA	Type II pneumocyte_CA	0	6.13237238782771	0	0.468	0.032
SLC34A2	Type II pneumocyte_CA	0	5.94332729664749	0	0.393	0.014
CEACAM6	Type II pneumocyte_CA	0	5.88542757348886	0	0.407	0.025
SDC1	Type II pneumocyte_CA	0	5.71741940847902	0	0.306	0.036
SFTPB	Type II pneumocyte_CA	0	5.57230111698055	0	0.668	0.069
PTGS2	Type II pneumocyte_CA	0	5.5082287595734	0	0.262	0.022
SFTPA2	Type II pneumocyte_CA	0	5.49188610984533	0	0.525	0.044
SFTPA1	Type II pneumocyte_CA	0	5.39626807820951	0	0.489	0.038
CTTN	Type II pneumocyte_CA	0	5.17586827356192	0	0.275	0.039
LCN2	Type II pneumocyte_CA	0	5.05588520367704	0	0.352	0.031
IGFBP4	Type II pneumocyte_CA	0	4.38982991500126	0	0.351	0.071
IGLV2-23	Type II pneumocyte_CA	0	4.36958585257181	0	0.264	0.009
MUC1	Type II pneumocyte_CA	0	4.35381998009444	0	0.275	0.051
H1F0	Type II pneumocyte_CA	0	4.29768471325451	0	0.288	0.062
CLDN4	Type II pneumocyte_CA	0	4.17405789009029	0	0.426	0.067
LPCAT1	Type II pneumocyte_CA	0	4.08978525409367	0	0.287	0.081
SFN	Type II pneumocyte_CA	0	3.91012432553951	0	0.28	0.044
C19orf33	Type II pneumocyte_CA	0	3.90657654543864	0	0.251	0.03
SLPI	Type II pneumocyte_CA	0	3.86131769859592	0	0.484	0.092
CLDN3	Type II pneumocyte_CA	0	3.82046363099572	0	0.275	0.056
SEPP1	Type II pneumocyte_CA	0	3.73546748878453	0	0.278	0.03
MDK	Type II pneumocyte_CA	0	3.70037055454073	0	0.428	0.092
S100A14	Type II pneumocyte_CA	0	3.28726934691538	0	0.329	0.057
S100A13	Type II pneumocyte_CA	0	3.26716033864537	0	0.326	0.098
ELF3	Type II pneumocyte_CA	0	3.06646058336414	0	0.304	0.069
TACSTD2	Type II pneumocyte_CA	0	2.71967386251143	0	0.255	0.071
EPCAM	Type II pneumocyte_CA	0	2.69544599410977	0	0.331	0.08
S100A16	Type II pneumocyte_CA	0	2.67120790426263	0	0.255	0.059
SPP1	Type II pneumocyte_CA	0	1.28225167481672	0	0.358	0.094
LINC01781	Myeloid dendritic cell_CA	0	9.78986857498138	0	0.265	0.001
FCRLA	Myeloid dendritic cell_CA	0	9.29290840755059	0	0.341	0.002
VPREB3	Myeloid dendritic cell_CA	0	8.60260232613292	0	0.562	0.007
BANK1	Myeloid dendritic cell_CA	0	8.47603148140072	0	0.819	0.008
CD19	Myeloid dendritic cell_CA	0	8.47159914754586	0	0.344	0.004
MS4A1	Myeloid dendritic cell_CA	0	7.79390331953611	0	0.888	0.011
FAM30A	Myeloid dendritic cell_CA	0	7.62798095251221	0	0.263	0.004
LINC00926	Myeloid dendritic cell_CA	0	7.57105811181897	0	0.423	0.008
TNFRSF13C	Myeloid dendritic cell_CA	0	6.64911725689943	0	0.487	0.012
CD79A	Myeloid dendritic cell_CA	0	6.44289683177012	0	0.931	0.036
SPIB	Myeloid dendritic cell_CA	0	6.39493230747324	0	0.325	0.005
BLK	Myeloid dendritic cell_CA	0	6.13951446617351	0	0.383	0.007
TNFRSF13B	Myeloid dendritic cell_CA	0	5.85268971633394	0	0.473	0.013
MIR29B2CHG	Myeloid dendritic cell_CA	0	5.6326563875083	0	0.365	0.017
GAPT	Myeloid dendritic cell_CA	0	5.56705724518777	0	0.265	0.009
MEF2C	Myeloid dendritic cell_CA	0	5.43410012975512	0	0.645	0.033
GNG7	Myeloid dendritic cell_CA	0	5.40798634190641	0	0.297	0.013
ADAM28	Myeloid dendritic cell_CA	0	5.37891915180367	0	0.5	0.026
BLNK	Myeloid dendritic cell_CA	0	5.27344948037416	0	0.283	0.022
BCL11A	Myeloid dendritic cell_CA	0	5.16254046286548	0	0.405	0.035
ARHGAP24	Myeloid dendritic cell_CA	0	5.11478160604765	0	0.353	0.032
TCF4	Myeloid dendritic cell_CA	0	4.71166531384812	0	0.532	0.05
1-Mar	Myeloid dendritic cell_CA	0	4.67594476666118	0	0.473	0.035
COBLL1	Myeloid dendritic cell_CA	0	4.65414362674163	0	0.288	0.026
PKIG	Myeloid dendritic cell_CA	0	4.61425310816809	0	0.378	0.036
POU2AF1	Myeloid dendritic cell_CA	0	4.33994243956612	0	0.308	0.025
LYL1	Myeloid dendritic cell_CA	0	4.30751231710803	0	0.356	0.04
IRF8	Myeloid dendritic cell_CA	0	4.2534914365953	0	0.6	0.05
HVCN1	Myeloid dendritic cell_CA	0	4.17420726668525	0	0.362	0.033
RALGPS2	Myeloid dendritic cell_CA	0	4.15310474464289	0	0.476	0.056
POU2F2	Myeloid dendritic cell_CA	0	4.10394182915907	0	0.606	0.071
CD40	Myeloid dendritic cell_CA	0	4.01777599729816	0	0.454	0.044
LY86	Myeloid dendritic cell_CA	0	3.89734506227382	0	0.522	0.045
SCIMP	Myeloid dendritic cell_CA	0	3.81139918691104	0	0.253	0.026
SMIM14	Myeloid dendritic cell_CA	0	3.73711678187267	0	0.584	0.089
CD79B	Myeloid dendritic cell_CA	0	3.66916956684709	0	0.631	0.085
GRASP	Myeloid dendritic cell_CA	0	3.56544798796903	0	0.357	0.056
EAF2	Myeloid dendritic cell_CA	0	3.5106978070127	0	0.294	0.053
RIPOR2	Myeloid dendritic cell_CA	0	3.40150660795348	0	0.442	0.049
CXXC5	Myeloid dendritic cell_CA	0	3.32951108167709	0	0.313	0.063
FCGR2B	Myeloid dendritic cell_CA	0	3.27127601897449	0	0.394	0.039
TFEB	Myeloid dendritic cell_CA	0	3.18069533448467	0	0.285	0.043
AIM2	Myeloid dendritic cell_CA	0	3.10352325458836	0	0.406	0.059
SWAP70	Myeloid dendritic cell_CA	0	3.00776946100382	0	0.404	0.083
ATP2B1-AS1	Myeloid dendritic cell_CA	0	2.99582694313489	0	0.253	0.038
LAT2	Myeloid dendritic cell_CA	0	2.91784821031882	0	0.324	0.052
LYN	Myeloid dendritic cell_CA	0	2.69411630017597	0	0.362	0.082
IGHM	Myeloid dendritic cell_CA	0	2.66726583547403	0	0.38	0.043
BCAS4	Myeloid dendritic cell_CA	0	2.61299719312084	0	0.426	0.087
AC025164.1	Myeloid dendritic cell_CA	0	2.57019365160321	0	0.298	0.05
PHACTR1	Myeloid dendritic cell_CA	9.52166486305016e-296	2.5402760142052	2.92162764657831e-291	0.26	0.047
